,page,jumlah_peserta_skb,jumlah_formasi,jumlah_metode_skb,peserta_total,peserta_hadir,peserta_th,hasil_tl,hasil_tms,hasil_tms-1,hasil_aps,lulus_akhir,sisa_formasi,tms1_terbaik,kode_jabatan,jabatan,kode_lokasi,lokasi_formasi,jenis_formasi,pendidikan
586,18411,1,4,0,1,1,0,0,0,1,0,0,4,1,JFDO50002,ASISTEN AHLI,30103884,"3884. UNIVERSITAS MULAWARMAN FAKULTAS FARMASI 5
",U - UMUM 4,(9500541) S-2 FARMASI KONSENTRASI PENGHANTARAN OBAT
587,18419,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30103648,3648. UNIVERSITAS MALIKUSSALEH FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 2,(7100795) S-2 KEUANGAN SYARIAH
588,18538,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102834,"2834. UNIVERSITAS ANDALAS FAKULTAS ILMU BUDAYA 1
",U - UMUM 1,(7100088) S-2 FILOLOGI
589,18540,7,5,0,7,7,0,0,0,3,0,4,1,1,JFDO50002,ASISTEN AHLI,30104963,4963. UNIVERSITAS PATTIMURA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 5,(7145100) S-2 SOSIOLOGI
590,18547,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105274,"5274. UNIVERSITAS RIAU FAKULTAS KEPERAWATAN 1
",U - UMUM 1,"(7100603) S-2 KEPERAWATAN MEDIKAL BEDAH / (7199322) S-2
KEPERAWATAN"
591,18550,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105625,5625. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,U - UMUM 2,(9500720) S-2 ILMU PRODUKSI TERNAK
592,18559,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105962,5962. UNIVERSITAS TEUKU UMAR FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,"(7103551) S-2 PANCASILA DAN KEWARGANEGARAAN / (7123010) S-2 ILMU
HUKUM"
593,18561,7,5,0,7,6,1,0,0,4,0,2,3,3,JFDO50002,ASISTEN AHLI,30105499,5499. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,U - UMUM 5,(7199369) S-2 TEKNIK MESIN
594,18582,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105361,"5361. UNIVERSITAS SAMUDRA FAKULTAS PERTANIAN 1
",U - UMUM 1,(7106510) S-2 ILMU KELAUTAN
595,18584,2,1,0,2,1,1,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104302,"4302. UNIVERSITAS NEGERI MAKASSAR FAKULTAS TEKNIK 1
",U - UMUM 1,"(7199367) S-2 PENDIDIKAN TEKNOLOGI DAN KEJURUAN / (9501088) S-2
PENDIDIKAN TEKNOLOGI DAN KEJURUAN KONSENTRASI PENDIDIKAN
TEKNIK ELEKTRONIKA"
596,18592,3,2,0,3,3,0,0,0,3,0,0,2,2,JFDO50002,ASISTEN AHLI,30102616,2616. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK MESIN ,U - UMUM 2,"(7199367) S-2 PENDIDIKAN TEKNOLOGI DAN KEJURUAN / (7199369) S-2
TEKNIK MESIN / (9501311) S-2 TEKNIK ENERGI TERBARUKAN"
597,18595,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30102616,2616. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK MESIN ,9 - LULUSAN TERBAIK 1,"(7199367) S-2 PENDIDIKAN TEKNOLOGI DAN KEJURUAN / (7199369) S-2
TEKNIK MESIN / (9501311) S-2 TEKNIK ENERGI TERBARUKAN"
598,18670,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104839,4839. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,"(7102300) S-2 FARMASI / (9500537) S-2 FARMASI KONSENTRASI KIMIA
BAHAN ALAM"
599,18673,4,5,0,4,4,0,0,0,2,0,2,3,2,JFDO50002,ASISTEN AHLI,30104371,4371. UNIVERSITAS NEGERI MANADO FAKULTAS BAHASA DAN SENI ,U - UMUM 5,"(7100038) S-2 BAHASA JEPANG / (7199491) S-2 PENDIDIKAN BAHASA
JEPANG"
600,18715,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30102409,"2409. POLITEKNIK NEGERI NUNUKAN 1
",U - UMUM 1,(7110088) S-2 PENDIDIKAN BIOLOGI / (7155000) S-2 BIOLOGI
601,18780,4,3,0,4,4,0,0,0,4,0,0,3,3,JFDO50002,ASISTEN AHLI,30104383,4383. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,U - UMUM 3,(7100042) S-2 BIMBINGAN KONSELING
602,18786,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105228,5228. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS TEKNIK DAN KEJURUAN ,U - UMUM 1,"(9501306) S-2 TEKNIK ELEKTRO KONSENTRASI TELEMATIKA DAN JARINGAN
TELEKOMUNIKASI"
603,18790,5,2,0,5,5,0,0,0,4,0,1,1,1,JFDO50002,ASISTEN AHLI,30103963,3963. UNIVERSITAS MULAWARMAN FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,U - UMUM 2,"(5101183) S-2 KONSERVASI KEANEKARAGAMAN HAYATI / (7100578) S-2
MANAJEMEN SUMBER DAYA PERAIRAN / (7100752) S-2 PENGELOLAAN
SUMBER DAYA ALAM DAN LINGKUNGAN / (7100824) S-2 PENGELOLAAN
SUMBERDAYA PERAIRAN / (7103348) S-2 PENGELOLAAN SUMBERDAYA AIR
/ (7113179) S-2 KONSERVASI BIODIVERSITAS TROPIKA"
604,18794,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104233,4233. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,U - UMUM 1,"(9501050) S-2 PENDIDIKAN ILMU PENGETAHUAN SOSIAL KONSENTRASI
MANAJEMEN SUMBER DAYA MANUSIA / (9501052) S-2 PENDIDIKAN ILMU
PENGETAHUAN SOSIAL KONSENTRASI PENDIDIKAN EKONOMI"
605,18845,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30104796,4796. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 2,"(7100209) S-2 MANUFAKTUR / (7100215) S-2 METALURGI / (7100501) S-2
TEKNIK / (7113030) S-2 DESAIN / (7199369) S-2 TEKNIK MESIN"
606,18856,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30104920,"4920. UNIVERSITAS PATTIMURA 2
",U - UMUM 2,(7109121) S-2 TEKNIK GEOMATIKA
607,18877,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104373,4373. UNIVERSITAS NEGERI MANADO FAKULTAS BAHASA DAN SENI ,U - UMUM 1,"(7100263) S-2 PENDIDIKAN BAHASA JERMAN / (7100853) S-2 BAHASA
JERMAN"
608,18883,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30102618,2618. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK MESIN ,U - UMUM 5,"(7199369) S-2 TEKNIK MESIN / (9501537) S-2 TEKNIK MESIN KONSENTRASI
MANUFAKTUR"
609,18919,3,1,0,3,2,1,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30103006,"3006. UNIVERSITAS BORNEO FAKULTAS EKONOMI 2
",U - UMUM 1,(7101220) S-2 AKUNTANSI
610,19002,1,5,0,1,1,0,0,0,1,0,0,5,1,JFDO50002,ASISTEN AHLI,30103125,3125. UNIVERSITAS CENDERAWASIH FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 5,"(9500908) S-2 MANAJEMEN KONSENTRASI AGRIBISNIS / (9500912) S-2
MANAJEMEN KONSENTRASI KEWIRAUSAHAAN / (9500918) S-2 MANAJEMEN
KONSENTRASI MANAJEMEN OPERASIONAL"
611,19066,2,3,0,2,2,0,0,0,1,0,1,2,1,JFDO50002,ASISTEN AHLI,30105864,"5864. UNIVERSITAS TANJUNGPURA FAKULTAS HUKUM 4
",U - UMUM 3,(7100123) S-2 ILMU HUKUM KONSENTRASI HUKUM PIDANA
612,19075,4,3,0,4,4,0,0,0,3,0,1,2,2,JFDO50002,ASISTEN AHLI,30102066,2066. POLITEKNIK NEGERI BENGKALIS JURUSAN TEKNIK SIPIL ,U - UMUM 3,"(7109103) S-2 TEKNIK SIPIL / (9500410) S-2 ARSITEKTUR KONSENTRASI
ARSITEKTUR LINGKUNGAN / (9501455) S-2 TERAPAN TEKNIK SIPIL
KONSENTRASI PENGINDERAAN JAUH"
613,19097,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105555,"5555. UNIVERSITAS SRIWIJAYA FAKULTAS TEKNIK 2
",U - UMUM 2,(7199369) S-2 TEKNIK MESIN
614,19115,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105650,5650. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS HUKUM ,U - UMUM 1,(7199890) S-2 HUKUM ADMINISTRASI NEGARA
615,19117,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30105650,5650. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS HUKUM ,9 - LULUSAN TERBAIK 1,(7199890) S-2 HUKUM ADMINISTRASI NEGARA
616,19152,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105345,"5345. UNIVERSITAS SAMUDRA FAKULTAS HUKUM 1
",U - UMUM 1,(7123010) S-2 ILMU HUKUM
617,19200,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30102337,"2337. POLITEKNIK NEGERI MALANG JURUSAN AKUNTANSI 1
",U - UMUM 1,(7199002) S-2 PENDIDIKAN AGAMA ISLAM
618,19251,6,5,0,6,6,0,0,0,4,0,2,3,3,JFDO60001,LEKTOR,30104261,4261. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU PENDIDIKAN ,U - UMUM 5,(7200152) S-3 ILMU PENDIDIKAN
619,19285,2,6,0,2,2,0,0,0,1,0,1,5,1,JFDO60001,LEKTOR,30105503,5503. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS TEKNIK ,U - UMUM 6,(7209105) S-3 TEKNIK DAN MANAJEMEN INDUSTRI / (7299609) S-3 FISIKA
620,19294,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO60001,LEKTOR,30106109,6109. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 2,(7201210) S-3 ILMU EKONOMI
621,19321,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30104496,4496. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU KEOLAHRAGAAN ,U - UMUM 1,(7200175) S-3 ILMU KEOLAHRAGAAN
622,19323,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30103819,"3819. UNIVERSITAS MATARAM FAKULTAS KEDOKTERAN 1
",U - UMUM 1,(7200214) S-3 KEDOKTERAN
623,19355,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO60001,LEKTOR,30104507,4507. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,(7200021) S-3 PENDIDIKAN FISIKA / (7299609) S-3 FISIKA
624,19393,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30101788,"1788. INSTITUT TEKNOLOGI SUMATERA JURUSAN SAINS 1
",U - UMUM 1,"(7200082) S-3 SAINS KEBUMIAN / (7200155) S-3 ILMU LINGKUNGAN /
(9600137) S-3 KLIMATOLOGI / (9600203) S-3 SAINS ANGKASA / (9600204) S-
3 SAINS ATMOSFER"
625,19395,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30103080,"3080. UNIVERSITAS BRAWIJAYA FAKULTAS KEDOKTERAN 1
",U - UMUM 1,(9600247) S-3 TROPICAL MEDICINE
626,19409,3,3,0,3,3,0,0,0,1,0,2,1,1,JFDO60001,LEKTOR,30103115,"3115. UNIVERSITAS BRAWIJAYA PASCASARJANA 3
",U - UMUM 3,"(7200155) S-3 ILMU LINGKUNGAN / (9600061) S-3 APPLIED LIFE SCIENCES /
(9600143) S-3 LIFE SCIENCES"
627,19415,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO60001,LEKTOR,30103065,"3065. UNIVERSITAS BRAWIJAYA FAKULTAS ILMU BUDAYA 2
",U - UMUM 2,(7245300) S-3 ILMU LINGUISTIK / (9600112) S-3 ILMU LINGUISTIK TERAPAN
628,19426,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO60001,LEKTOR,30104505,4505. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,(9600214) S-3 TAKSONOMI HEWAN
629,19431,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO60001,LEKTOR,30104557,"4557. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 1
",U - UMUM 1,(9600186) S-3 PENDIDIKAN TEKNOLOGI DAN KEJURUAN EVALUASI
630,19440,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO60001,LEKTOR,30103103,"3103. UNIVERSITAS BRAWIJAYA FAKULTAS PERTANIAN 2
",U - UMUM 2,"(7200306) S-3 PENGELOLAAN SUMBER DAYA LINGKUNGAN / (7280003) S-3
ILMU PEMULIAAN TANAMAN / (9600103) S-3 HORTIKULTURA / (9600117) S-3
ILMU PERTANIAN KONSENTRASI AGRONOMI"
631,19446,2,3,0,2,2,0,0,0,1,0,1,2,1,JFDO60001,LEKTOR,30104064,4064. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,U - UMUM 3,(7246100) S-3 BIMBINGAN DAN KONSELING
632,19449,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO60001,LEKTOR,30104344,4344. UNIVERSITAS NEGERI MALANG FAKULTAS FISIKA ,U - UMUM 1,"(7200021) S-3 PENDIDIKAN FISIKA / (7200027) S-3 PENDIDIKAN ILMU
PENGETAHUAN ALAM"
633,19460,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO60001,LEKTOR,30104352,4352. UNIVERSITAS NEGERI MALANG FAKULTAS PENDIDIKAN PSIKOLOGI JURUSAN PSIKOLOGI ,U - UMUM 5,(7245500) S-3 PSIKOLOGI
634,19463,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO60001,LEKTOR,30105661,5661. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 2,"(7245100) S-3 ILMU POLITIK / (7299696) S-3 ILMU HUBUNGAN
INTERNASIONAL / (9600114) S-3 ILMU PEMERINTAHAN / (9600196) S-3
POLITIK DAN PEMERINTAHAN"
635,19485,4,6,0,4,4,0,0,0,1,0,3,3,1,JFDO60001,LEKTOR,30105108,"5108. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS EKONOMI DAN BISNIS ",U - UMUM 6,(7200046) S-3 MANAJEMEN
636,19492,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30104066,4066. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,U - UMUM 1,(7200183) S-3 PENDIDIKAN ANAK USIA DINI
637,19520,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30101849,1849. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,U - UMUM 1,(7209103) S-3 TEKNIK KIMIA
638,19533,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO60001,LEKTOR,30105004,5004. UNIVERSITAS PATTIMURA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,(7260000) S-3 BIOLOGI
639,19536,2,3,0,2,1,1,0,0,1,0,0,3,1,JFDO60001,LEKTOR,30105038,"5038. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS EKONOMI DAN BISNIS ",U - UMUM 3,(7200046) S-3 MANAJEMEN
640,19564,1,4,0,1,1,0,0,0,1,0,0,4,1,JFDO60001,LEKTOR,30102608,2608. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK KIMIA ,U - UMUM 4,"(7209102) S-3 TEKNIK ELEKTRO / (7209103) S-3 TEKNIK KIMIA / (7290118)
S-3 TEKNIK FISIKA"
641,19574,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30105238,"5238. UNIVERSITAS RIAU FAKULTAS EKONOMI DAN BISNIS 1
",U - UMUM 1,(9600151) S-3 MANAJEMEN KONSENTRASI MANAJEMEN PEMASARAN
642,19582,4,6,0,4,4,0,0,0,4,0,0,6,4,JFDO60001,LEKTOR,30105518,"5518. UNIVERSITAS SRIWIJAYA FAKULTAS HUKUM 6
",U - UMUM 6,(7200153) S-3 ILMU HUKUM
643,19602,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO60001,LEKTOR,30101816,1816. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI INFRASTRUKTUR DAN KEWILAYAHAN ,U - UMUM 2,"(7200155) S-3 ILMU LINGKUNGAN / (9600091) S-3 ENVIRONMENTAL AND
RENEWABLE ENERGY SYSTEMS"
644,19648,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30104608,4608. UNIVERSITAS NEGERI SEMARANG FAKULTAS ILMU SOSIAL ,U - UMUM 1,(7299619) S-3 ILMU GEOGRAFI
645,19652,5,5,0,5,5,0,0,0,1,0,4,1,1,JFDO60001,LEKTOR,30103066,3066. UNIVERSITAS BRAWIJAYA FAKULTAS ILMU KOMPUTER ,U - UMUM 5,"(7200010) S-3 ILMU KOMPUTER / (7200040) S-3 TEKNIK INFORMATIKA /
(7200049) S-3 ELECTRICAL ENGINEERING / (7209102) S-3 TEKNIK ELEKTRO
/ (7299610) S-3 TEKNIK ELEKTRONIKA / (7299722) S-3 TEKNIK KOMPUTER /
(9600075) S-3 COMPUTER ENGINEERING / (9600076) S-3 COMPUTER
SCIENCE / (9600085) S-3 ELECTRONICS ENGINEERING"
646,19659,1,4,0,1,1,0,0,0,1,0,0,4,1,JFDO60001,LEKTOR,30105846,"5846. UNIVERSITAS TADULAKO FAKULTAS PERTANIAN 4
",U - UMUM 4,(9600057) S-3 AGRIBISNIS
647,19677,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO60001,LEKTOR,30104072,4072. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,U - UMUM 2,"(7200022) S-3 PENDIDIKAN MATEMATIKA / (7200027) S-3 PENDIDIKAN ILMU
PENGETAHUAN ALAM / (9600177) S-3 PENDIDIKAN GURU SEKOLAH DASAR"
648,19681,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30103914,3914. UNIVERSITAS MULAWARMAN FAKULTAS ILMU BUDAYA ,U - UMUM 1,(9600077) S-3 CULTURAL STUDIES
649,19686,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30103942,3942. UNIVERSITAS MULAWARMAN FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,(9600178) S-3 PENDIDIKAN JASMANI
650,19688,1,4,0,1,1,0,0,0,1,0,0,4,1,JFDO60001,LEKTOR,30105515,"5515. UNIVERSITAS SRIWIJAYA FAKULTAS EKONOMI 4
",U - UMUM 4,(7201210) S-3 ILMU EKONOMI
651,19692,5,2,0,5,5,0,0,0,4,0,1,1,1,JFDO60001,LEKTOR,30104230,4230. UNIVERSITAS NEGERI MAKASSAR FAKULTAS BAHASA DAN SASTRA ,U - UMUM 2,"(7200177) S-3 ILMU PENDIDIKAN BAHASA / (7299591) S-3 PENDIDIKAN
BAHASA INDONESIA"
652,19712,3,5,0,3,2,1,0,0,1,0,1,4,1,JFDO60001,LEKTOR,30105045,"5045. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS HUKUM ",U - UMUM 5,"(7200070) S-3 HUKUM INTERNASIONAL / (7200153) S-3 ILMU HUKUM /
(9600104) S-3 HUKUM BISNIS / (9600106) S-3 HUKUM PIDANA / (9600107) S-
3 HUKUM TATA NEGARA"
653,19739,1,4,0,1,1,0,0,0,1,0,0,4,1,JFDO60001,LEKTOR,30103057,"3057. UNIVERSITAS BRAWIJAYA FAKULTAS HUKUM 4
",U - UMUM 4,(7200153) S-3 ILMU HUKUM
654,19769,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO60001,LEKTOR,30103623,"3623. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 3
",U - UMUM 3,(7200182) S-3 KESEHATAN MASYARAKAT
655,19823,4,5,0,4,3,1,0,0,1,0,2,3,1,JFDO60001,LEKTOR,30105900,"5900. UNIVERSITAS TERBUKA FAKULTAS EKONOMI 5
",U - UMUM 5,"(7200046) S-3 MANAJEMEN / (7200058) S-3 ADMINISTRASI BISNIS /
(9600083) S-3 E-COMMERCE"
656,19832,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO60001,LEKTOR,30105646,5646. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 1,(7200075) S-3 EKONOMI SYARIAH
657,19858,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30105898,"5898. UNIVERSITAS TERBUKA FAKULTAS EKONOMI 1
",U - UMUM 1,"(7200004) S-3 AKUNTANSI / (7200173) S-3 ILMU AKUNTANSI / (7299698) S-3
AKUNTANSI SEKTOR PUBLIK / (9600060) S-3 AKUNTANSI SEKTOR PRIVAT"
658,19882,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO60001,LEKTOR,30105314,"5314. UNIVERSITAS RIAU FAKULTAS TEKNIK 3
",U - UMUM 3,(7200053) S-3 ARSITEKTUR
659,19890,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30105288,5288. UNIVERSITAS RIAU FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 1,(9600135) S-3 KIMIA FISIKA
660,19895,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30104508,4508. UNIVERSITAS NEGERI PADANG FAKULTAS ILMU MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 1,(7209336) S-3 ENTOMOLOGI / (9600214) S-3 TAKSONOMI HEWAN
661,19899,6,8,0,6,5,1,0,0,1,0,4,4,1,JFDO60001,LEKTOR,30103857,"3857. UNIVERSITAS MATARAM FAKULTAS PETERNAKAN 8
",U - UMUM 8,(7280000) S-3 ILMU PETERNAKAN
662,19912,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30103098,3098. UNIVERSITAS BRAWIJAYA FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,U - UMUM 1,"(7201210) S-3 ILMU EKONOMI / (7245100) S-3 ILMU POLITIK / (7290106) S-3
ILMU ADMINISTRASI"
663,19937,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30105986,5986. UNIVERSITAS TEUKU UMAR FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,U - UMUM 1,"(7200242) S-3 PENGELOLAAN SUMBER DAYA PERAIRAN / (7209399) S-3
TEKNOLOGI PERIKANAN LAUT / (7251100) S-3 MATEMATIKA DAN IPA"
664,19947,3,4,0,3,3,0,0,0,1,0,2,2,1,JFDO60001,LEKTOR,30105929,5929. UNIVERSITAS TERBUKA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 4,"(7299680) S-3 PENDIDIKAN BAHASA INGGRIS / (7299719) S-3 SASTRA
INGGRIS / (9600068) S-3 BAHASA INGGRIS"
665,19950,2,4,0,2,2,0,0,0,1,0,1,3,1,JFDO60001,LEKTOR,30105781,5781. UNIVERSITAS SYIAH KUALA FAKULTAS KELAUTAN DAN PERIKANAN ,U - UMUM 4,"(7200012) S-3 ILMU PERIKANAN / (7206160) S-3 ILMU KELAUTAN /
(7260000) S-3 BIOLOGI / (9600095) S-3 FARMASI KONSENTRASI BIOLOGI
FARMASI / (9600115) S-3 ILMU PERKAPALAN"
666,19963,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30101855,1855. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,U - UMUM 1,(7206140) S-3 TEKNOLOGI INDUSTRI PERTANIAN
667,19976,2,3,0,2,2,0,0,0,1,0,1,2,1,JFDO60001,LEKTOR,30103113,3113. UNIVERSITAS BRAWIJAYA FAKULTAS TEKNOLOGI PERTANIAN ,U - UMUM 3,"(7200067) S-3 BIOTEKNOLOGI / (9600062) S-3 APPLIED MOLECULAR
BIOSCIENCE"
668,19995,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO60001,LEKTOR,30104579,"4579. UNIVERSITAS NEGERI SEMARANG FAKULTAS HUKUM 2
",U - UMUM 2,(7200153) S-3 ILMU HUKUM
669,20016,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30104558,"4558. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 1
",U - UMUM 1,(7200040) S-3 TEKNIK INFORMATIKA
670,20033,4,4,0,4,4,0,0,0,3,0,1,3,3,JFDO60001,LEKTOR,30105897,"5897. UNIVERSITAS TERBUKA FAKULTAS EKONOMI 4
",U - UMUM 4,"(7200046) S-3 MANAJEMEN / (9600055) S-3 ADMINISTRASI BISNIS
KONSENTRASI SUMBER DAYA MANUSIA / (9600082) S-3 E-BISNIS /
(9600083) S-3 E-COMMERCE / (9600132) S-3 KEUANGAN / (9600172) S-3
PEMASARAN / (9600212) S-3 STRATEGIK"
671,20047,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO60001,LEKTOR,30105119,"5119. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS TEKNIK INDUSTRI ",U - UMUM 2,"(7200010) S-3 ILMU KOMPUTER / (7200040) S-3 TEKNIK INFORMATIKA /
(7209102) S-3 TEKNIK ELEKTRO / (9600032) S-3 SISTEM INFORMASI /
(9600130) S-3 KECERDASAN BUATAN / (9600200) S-3 REKAYASA
PERANGKAT LUNAK"
672,20061,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO60001,LEKTOR,30104556,"4556. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 1
",U - UMUM 1,(9600087) S-3 ENERGI DAN TERBARUKAN
